nb_bit	taps	seed	TF coverage	num of test patterns	weights	freq of zeros
20	20, 19, 16, 14	[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0][0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0]	68.4118%	4000	0.5, 0.75	0.5	0.508520
20	20, 19, 16, 14	[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0][1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0]	67.4631%	4000	0.5, 0.75	0.9, 0.1	0.529755
20	20, 19, 16, 14	[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0]	66.8306%	4000	0.5, 0.75	0.5	0.634224
20	20, 19, 16, 14	[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0]	67.4982%	4000	0.5, 0.75	0.9, 0.1	0.530304
20	20, 19, 16, 14	[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0][0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1]	68.4118%	4000	0.5, 0.125	0.5	0.508520
20	20, 19, 16, 14	[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0][0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0]	67.3577%	4000	0.5, 0.125	0.9, 0.1	0.469027
20	20, 19, 16, 14	[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0]	66.0928%	4000	0.5, 0.125	0.5	0.326333
20	20, 19, 16, 14	[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0]	67.6037%	4000	0.5, 0.125	0.9, 0.1	0.468706
20	20, 19, 16, 14	[1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1][1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0][1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0]	68.4118%	4000	0.25, 0.5, 0.75	0.3333333333333333	0.508520
20	20, 19, 16, 14	[1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0][1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0][0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]	67.9199%	4000	0.25, 0.5, 0.75	0.1, 0.8, 0.1	0.531748
20	20, 19, 16, 14	[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0]	66.9009%	4000	0.25, 0.5, 0.75	0.3333333333333333	0.598893
20	20, 19, 16, 14	[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0]	67.7442%	4000	0.25, 0.5, 0.75	0.1, 0.8, 0.1	0.533234
20	20, 19, 16, 14	[0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1][0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1][1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0][1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]	68.4118%	4000	0.125, 0.25, 0.5, 0.75	0.25	0.508520
20	20, 19, 16, 14	[1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0][0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0][1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0][0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1]	67.5334%	4000	0.125, 0.25, 0.5, 0.75	0.1, 0.1, 0.7, 0.1	0.496076
20	20, 19, 16, 14	[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0]	67.0766%	4000	0.125, 0.25, 0.5, 0.75	0.25	0.485630
20	20, 19, 16, 14	[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0]	67.2874%	4000	0.125, 0.25, 0.5, 0.75	0.1, 0.1, 0.7, 0.1	0.497916
